#     x (arcsec)      y (arcsec)              g1              g2               z
        -60.4611       -120.6305         -0.2728         -0.4013           4.430
       -521.2854        109.8228         -0.5012          0.0284           0.788
       -524.2336       -526.5279          0.2225          0.1272           4.366
        -94.8357       -895.3353          0.0774          0.0765           2.128
       -565.7310       -860.8782         -0.1339          0.2519           5.045
         35.8197        591.9013         -0.5238          0.2079           2.202
          5.4514       -765.2197         -0.1282         -0.3538           4.332
       -488.7088        240.4425         -0.1510         -0.1457           4.085
       -275.0537        604.2784          0.1494          0.1813           2.691
        592.7968        619.3815         -0.2396         -0.1747           1.020
        642.6747         -6.2076          0.0074          0.3134           0.883
        -27.2791       -555.6034          0.0670          0.0879           2.308
       -660.6247       -431.6199         -0.5003          0.3141           2.702
       -389.0847       -745.8691         -0.3213         -0.4923           4.149
       -566.9891        -73.1445         -0.2749          0.5008           1.607
       -745.9461       -195.3490          0.1761          0.7732           5.236
        697.3144       -219.3343         -0.0482         -0.4232           1.287
       -792.0352        298.4252         -0.1457         -0.0196           5.325
        776.3469        193.9492         -0.1140         -0.1577           1.347
        209.3918        610.9251         -0.1465         -0.3574           5.287
       -149.6969        632.6467         -0.1757         -0.0739           4.189
        666.4479       -419.0268          0.2609         -0.1710           5.701
       -414.0661       -636.8957          0.1988          0.3149           4.429
       -780.6682        214.4040         -0.4671          0.2451           5.919
        607.3848         -5.2957          0.3289          0.2918           5.820
        717.1953       -246.6536         -0.1291         -0.0777           0.606
       -598.8600        127.7402         -0.4292          0.0117           1.033
         54.9417        873.3355         -0.1958         -0.0877           1.008
        291.6138       -733.3691          0.0595         -0.0879           3.213
         42.2128        805.5152          0.0375          0.5411           3.261
        722.1132       -320.9714         -0.2518          0.0592           2.578
        700.0554       -314.0963          0.5354          0.2589           1.759
        577.3312        701.1602         -0.3128         -0.1955           5.716
        122.1584        552.8588          0.0827         -0.0819           1.711
       -323.1451       -668.9737         -0.0358         -0.3797           3.007
        611.5076        582.8597          0.0271         -0.1886           3.425
       -317.4580       -695.3243         -0.0106         -0.1396           0.450
        259.2944        415.1145          0.3005         -0.4612           2.520
        373.9340       -317.5885         -0.0813         -0.2444           4.070
       -387.1425        108.9026         -0.0154          0.7622           2.526
       -349.9461       -763.5438          0.1193         -0.7904           4.242
       -609.4335       -120.9698          0.0508         -0.1120           2.547
        783.6120        358.9093         -0.5806         -0.0155           0.648
        -37.6202       -701.6145          0.1276          0.2027           3.417
         20.2587       -866.8923          0.0624         -0.0732           3.863
        267.6577       -428.2846          0.1005          0.1823           0.962
       -326.2514       -304.3450         -0.0122         -0.3550           2.383
       -263.0614        -56.6873         -0.2520          0.1990           3.057
       -631.8918        -80.2363         -0.1098          0.2885           4.294
        322.3942        284.1927          0.1455         -0.1646           1.811
       -207.7460        557.5470          0.2835          0.2309           3.114
        272.5432       -667.1487          0.0878         -0.0092           0.731
       -607.6986       -214.8490         -0.5216          0.0067           3.960
        498.8560        621.9490          0.1614         -0.1790           3.673
        166.8938       -844.8998          0.1087          0.8165           5.127
        719.1474        392.7477         -0.2177          0.4406           1.893
       -396.0150       -887.8420          0.3657          0.3795           1.833
       -206.1314       -793.5745          0.0425          0.2646           3.321
        163.6862        724.8793          0.2836          0.3969           2.366
        228.5337        274.6395          0.2044         -0.1368           1.513
        416.2943        520.1273         -0.0912         -0.2007           3.226
       -332.9175        664.3328          0.1537         -0.4292           4.070
        158.8100        215.1667         -0.0103         -0.1180           2.099
       -899.7587        500.0297         -0.0802          0.5653           1.769
        200.6336       -687.5948         -0.0828          0.0185           0.418
        144.7989       -886.7655          0.1410         -0.0856           1.400
        377.1592       -829.4811          0.1277          0.2008           5.705
        496.6013       -893.0458          0.1263          0.4353           0.596
        346.6323        582.6464          0.1660         -0.2829           5.588
        592.1937        464.6256          0.0011         -0.2818           5.766
        579.1209        835.0135         -0.2682         -0.5595           5.276
        790.3853        526.0637         -0.3761         -0.0085           4.784
       -647.8876       -194.2442          0.6083          0.2268           4.365
       -524.0587       -166.0425          0.1292          0.0638           4.554
       -130.1091        714.0724         -0.5997          0.4058           0.964
        658.2583        697.2531          0.0006         -0.0045           2.734
        683.6576       -840.3407         -0.1591          0.8238           3.337
        660.5709        -39.1947         -0.1563         -0.0260           4.229
        315.3158        -13.0837         -0.1949         -0.3812           3.695
        327.4992       -249.5983          0.3774          0.0367           4.787
        555.0973        519.6776          0.2308         -0.1094           4.259
       -395.5989       -599.0082          0.1884         -0.2827           3.533
        704.9841        -27.3459         -0.3640         -0.0223           0.535
        678.8504       -284.3171         -0.4295         -0.1043           1.320
        -65.9127        500.1008          0.5063          0.3707           3.841
       -198.8787        383.8458         -0.4402          0.5476           1.882
        833.4768       -147.9035          0.1373          0.0466           3.302
       -473.4656         98.2271         -0.3936          0.2480           2.952
        128.6418        864.9831          0.2686         -0.2552           3.951
       -757.3334        727.0041          0.3053          0.1509           5.346
       -261.8556        313.2576          0.0845          0.1489           2.294
       -198.0069       -892.1457         -0.3097         -0.1276           5.982
        347.4620       -522.5553          0.0727         -0.0135           3.636
        540.0421       -816.6846          0.0004          0.1298           1.912
        427.7146        657.8734         -0.0322         -0.2418           3.591
        448.2569       -887.1891          0.6341          0.1494           5.356
         93.8425       -312.7524          0.1958          0.4597           3.906
       -506.3152       -317.8380         -0.1556         -0.1695           1.297
        225.4387       -549.9102          0.1192          0.0793           2.260
        434.5773        811.4705         -0.5962          0.0880           3.047
        879.4321       -558.0734         -0.0785         -0.0101           3.072
        471.8644        398.1445          0.3999         -0.3169           1.832
        377.8119       -491.0626          0.1628          0.0976           3.047
       -454.0653        493.1608         -0.2945          0.3357           1.655
       -470.4273       -572.8225         -0.2469         -0.1125           0.646
       -852.7862       -419.8182         -0.1476          0.0066           3.862
       -140.6821       -208.0336          0.1719          0.0701           5.285
        168.6875        342.2495         -0.1488          0.2186           2.480
        245.0171       -332.9595         -0.1040          0.1471           2.267
       -416.9213        331.9865          0.1175          0.1700           4.799
       -541.0314        729.4961          0.1022         -0.3842           3.372
       -193.6637       -631.1045          0.6530          0.4151           4.392
        459.5249        619.9518          0.1161         -0.1020           1.280
        877.7426        636.0612         -0.1973         -0.0801           5.255
        856.6628       -304.6934         -0.3823          0.5900           4.206
       -390.3691        269.7850          0.0633          0.2288           2.345
        295.7168       -293.5845         -0.3789         -0.1253           0.494
       -195.3413       -706.1078          0.3294         -0.2606           4.290
       -809.6924       -624.0423         -0.1543         -0.1059           0.946
       -430.2856       -101.5533          0.3636          0.1870           3.315
        540.8994        881.9067          0.6600         -0.2284           5.942
       -544.7117        -48.3894          0.0170          0.0727           5.569
        214.9388        758.3178         -0.0808         -0.0470           5.261
        499.1359        797.9723          0.1781         -0.0324           4.144
        350.4430        837.5028          0.0893         -0.3231           4.262
        -68.5138        655.9200          0.1743         -0.0244           1.848
        552.8767       -521.9608         -0.4306         -0.0296           3.175
       -740.5202        -94.7041         -0.1109          0.2623           5.819
       -273.9358        336.9930         -0.1438          0.2148           5.240
       -722.6488       -421.3919          0.1365          0.0234           1.736
        813.2869       -798.2129          0.0325          0.1745           4.172
       -733.6284        235.6605          0.3838          0.2571           1.816
       -856.2813       -195.8343         -0.4405          0.2021           4.312
        -20.1442       -575.9829          0.4527         -0.2924           5.013
       -755.9725       -129.9112          0.1301         -0.4987           3.549
        559.7917       -125.7993          0.1388         -0.2101           0.410
        207.6211        617.3919         -0.0391          0.0786           2.823
        834.3114        -56.4533         -0.0438          0.2440           3.680
        424.0168        297.9629          0.1027          0.1246           0.688
       -792.7522       -514.3602         -0.7892          0.1405           4.554
        318.7153       -276.2987         -0.2404          0.6886           5.727
       -882.0546        293.1871          0.1539          0.0264           5.746
        398.6621        184.3106         -0.0559         -0.2578           2.484
        452.2275        460.4834         -0.0132         -0.7352           2.196
         95.3330        383.4932          0.6341          0.0506           4.100
       -492.1143       -891.2812         -0.0839         -0.0709           3.718
        602.5443       -100.2911          0.0596         -0.2548           3.451
       -551.1431       -738.9235         -0.1183         -0.4397           3.455
         26.1151       -707.2512          0.0740         -0.0956           3.443
        721.7390        -81.6778         -0.1331          0.1069           4.461
         66.7502       -313.9877          0.1905         -0.3905           3.727
       -861.0933        140.3870         -0.1671          0.3839           4.444
        784.5784         99.9112         -0.5482          0.0555           4.198
       -890.4266       -172.9369         -0.1574          0.0736           3.550
        886.6314        822.0151         -0.0993         -0.1176           4.464
       -302.4649       -591.4765          0.0898          0.1087           2.785
        234.9137        719.0079          0.1087          0.0031           1.225
       -630.0037        819.2065         -0.1263          0.2509           0.741
       -150.0804        738.2070          0.1195         -0.0472           1.399
       -884.2850       -531.9596          0.1224          0.1079           1.542
        -49.8487       -188.0630          0.4262         -0.6920           3.190
       -574.7780        194.8979         -0.1301          0.1054           2.655
       -659.9951        170.0710         -0.3957          0.4090           1.166
        574.1472        858.5117         -0.0373         -0.1026           4.491
         87.1424       -823.3329          0.0969          0.0713           0.450
        871.7046       -468.9154          0.7243         -0.2411           2.861
       -553.5775       -294.0623          0.0843         -0.2316           2.456
        766.8403       -420.3950          0.3204          0.4317           2.690
        550.0394        357.9019          0.0988          0.5230           5.589
       -232.4939        542.9353         -0.0863          0.5642           3.674
       -460.1383       -600.0611          0.1517          0.0048           2.515
        360.1075       -251.3616         -0.3011          0.4806           5.349
       -419.6940        143.9125         -0.2462          0.5260           1.534
       -432.6912        170.2115         -0.1497          0.0861           5.228
        278.8939        587.0983         -0.4129         -0.2225           3.121
        275.6903        688.8295          0.0211          0.4290           1.350
        231.6645       -245.7258          0.7451         -0.2707           1.040
        672.9288        -56.9162         -0.6451         -0.3859           0.642
          6.0651        127.4807          0.4724          0.1180           2.890
        583.3481        173.3029         -0.6794         -0.3817           5.956
       -593.6404       -360.0399         -0.2118          0.3378           2.257
       -309.2586        371.2708         -0.1886          0.2882           4.669
        -49.5548        557.6557         -0.3187         -0.2545           2.765
       -737.8883       -803.3703         -0.3507          0.2465           3.719
        547.3677       -674.2812          0.4612         -0.2779           4.633
        228.6586        882.2773          0.2081          0.0644           1.118
       -313.8894        -16.7384         -0.0871          0.2897           2.766
       -862.8933       -156.5860          0.0541         -0.0072           2.861
       -876.7265        215.4698         -0.1201          0.0831           2.604
       -193.2003        233.3205          0.1098          0.2749           2.718
        749.4719        387.4697         -0.1522         -0.3571           2.295
        118.5398       -434.7207          0.3705         -0.0955           4.357
         77.6950        395.9944          0.4966         -0.1085           5.918
        769.7145       -108.4322          0.4196          0.5646           5.845
       -483.1958       -543.1209          0.3299         -0.4694           1.407
        878.4063       -843.7536          0.1661         -0.3566           1.308
        750.0853        513.0032         -0.0497          0.1730           0.624
       -658.9721       -703.3005         -0.2350         -0.1024           4.164
        663.5122       -318.6584          0.3683         -0.6990           0.428
        250.4013       -681.2273          0.2973         -0.1204           3.744
       -203.7217       -154.7640          0.3689          0.1221           2.453
        869.8515        851.3116         -0.1566          0.1275           2.391
       -473.2546       -285.3709         -0.4608         -0.1505           2.882
        733.7454        -94.4536          0.0932          0.1737           3.347
       -729.7057       -865.3471          0.1154         -0.0394           0.832
         74.0189       -807.3042         -0.1492         -0.3827           5.101
       -481.3397       -602.5344          0.0287         -0.2074           0.969
        397.8757        503.1197          0.2908         -0.3976           3.063
       -117.9704       -617.1852          0.1607          0.2539           4.007
       -495.0414       -753.1486         -0.0749         -0.1722           2.796
       -216.3732        759.4201         -0.1644          0.2384           3.718
        609.5423        -49.3216          0.4425          0.1838           4.663
       -269.8663       -872.9592         -0.1909          0.0499           5.766
        427.4305        -96.6640         -0.3686         -0.5999           4.861
       -816.3216       -657.1073         -0.2087         -0.1748           1.687
        -59.6112       -515.1491          0.0217         -0.0655           0.681
       -181.3267        449.9424          0.2763          0.2611           4.232
       -461.7837       -517.4942          0.5302         -0.0642           1.051
       -106.5916       -760.6538         -0.5261         -0.5033           1.579
        459.9093       -717.2411          0.0894          0.6699           3.815
        265.6017        588.6515          0.0743         -0.2369           1.900
         46.3617        459.4558         -0.3630         -0.6774           2.344
       -162.0770        387.3753          0.3242         -0.5059           0.734
        490.2315        866.0615          0.6706         -0.3721           5.133
       -372.5695        364.0309          0.1181          0.2726           4.785
        766.2075       -392.2258          0.3999         -0.6314           5.154
        129.2918       -574.4362          0.0088          0.1476           1.320
         97.4151       -615.2678          0.1233          0.2660           0.707
       -488.3565        870.4136          0.5605         -0.2995           2.156
       -497.5099        403.4554         -0.5682         -0.4137           1.072
       -154.6270       -898.9109         -0.3974          0.3949           3.551
         25.9409        525.7642          0.2201         -0.3135           4.925
        688.9686        624.2894         -0.0002          0.3236           3.531
        229.3985        259.9462          0.6407         -0.2584           1.775
        780.1023       -264.6910          0.0257          0.0856           3.597
        843.0975        417.0771          0.0252         -0.5887           2.144
        486.6519       -581.6720         -0.1110          0.6801           4.929
        385.3865        347.7051          0.3154         -0.6558           4.319
        662.4318        722.3937          0.2465         -0.3438           4.144
       -253.9836       -879.7399         -0.1493         -0.1407           4.684
       -512.0664       -899.8260          0.3420         -0.2063           1.866
       -553.5275       -547.1383          0.0120          0.0225           0.832
        187.5744       -412.2365          0.3746          0.3635           3.222
        529.1219        433.3738         -0.1215         -0.0078           1.750
       -819.6782       -212.0501         -0.0136          0.3158           4.466
        268.4830       -499.3950         -0.3794          0.1846           5.217
        270.5775        335.2277          0.0393          0.4225           2.866
       -599.9537       -461.5147          0.2465         -0.1299           4.161
        880.7270        261.7434         -0.2520         -0.2628           2.656
        742.1571        714.4834          0.1350         -0.5465           5.789
        169.5836       -322.1080          0.6351         -0.0600           5.052
       -843.6714        796.2052          0.0728          0.1011           3.913
       -536.1236       -470.4256         -0.1373         -0.0992           1.558
       -731.7270       -108.8248         -0.6441          0.2797           0.807
          5.9440       -398.1441          0.4095          0.2980           0.521
       -633.3801       -807.3561          0.0990          0.2695           2.344
        383.6582        784.9304         -0.4193          0.2220           4.149
        860.6014       -454.8985         -0.2429          0.2721           1.126
       -514.7233       -433.4905         -0.3599          0.0177           3.254
       -857.4731       -260.2546         -0.1111          0.6037           0.460
       -401.0465        778.9118          0.4123         -0.0102           1.925
        705.9129         98.8621         -0.2886         -0.0661           4.782
        775.3543       -122.6758         -0.2672          0.5653           0.729
        449.5074        874.3197          0.1538         -0.2946           4.056
        829.9834        222.7073         -0.1369         -0.0876           0.871
       -337.6055       -171.1979         -0.0916          0.0160           2.247
        365.2943        755.0469          0.2682          0.0884           4.131
       -681.5090       -424.9221         -0.2428         -0.1828           5.316
       -823.7250        311.7526         -0.0151          0.3475           2.434
        199.4002       -668.5013         -0.5277          0.1911           0.767
        686.2037       -876.7688          0.5889         -0.2529           3.158
        -53.1386        316.7329         -0.1056          0.2161           4.409
       -755.5496        595.1799          0.3519         -0.5162           0.469
       -470.7687       -218.3008         -0.2399          0.1646           4.148
        806.3510        -69.3038          0.4472         -0.3468           4.715
         57.0125        318.5420          0.1650          0.7798           5.069
       -773.1207       -855.9711          0.1227         -0.2723           1.889
       -852.5433        -73.7872         -0.4766         -0.1454           1.130
       -728.6117        419.2491         -0.6626          0.0341           3.758
        708.0792       -650.8334          0.0445         -0.4222           0.878
       -656.1919        225.6024          0.0594          0.0313           1.966
       -205.0115        579.3771          0.2297         -0.0035           3.976
       -535.4847       -356.9528          0.1449         -0.0936           2.495
       -331.5038        509.4164         -0.1207          0.0208           2.806
        727.3753        449.6523         -0.0875         -0.1691           1.351
        501.5032       -868.2740         -0.0413         -0.1820           4.268
        829.1249       -796.7956         -0.0243          0.0075           1.875
       -877.4677       -762.4943         -0.0917         -0.0568           2.010
       -591.5132        688.1002          0.7869         -0.1167           2.892
       -513.5442        614.6652          0.2751         -0.0417           4.525
        177.4030        741.3950         -0.4148         -0.2237           4.358
       -772.1634        583.1700          0.6035          0.2050           0.606
       -551.8259       -181.1404          0.1055         -0.0635           4.415
       -686.0067        732.3621          0.1562         -0.3432           3.342
        798.0733        -30.2416         -0.3342          0.1828           2.981
       -869.9260       -250.2396          0.1352          0.0735           5.824
        771.1595        799.4742         -0.1177         -0.3096           4.259
       -315.0276        -34.4103          0.4499         -0.2698           0.404
       -105.6932        429.7167          0.3570         -0.0283           5.833
        187.3015       -124.3743         -0.3818         -0.0165           3.926
       -471.8802        352.7769         -0.0190          0.4688           5.053
       -122.4142        555.2444         -0.1830          0.0384           5.402
        850.4614        676.8657          0.4932         -0.3700           4.460
       -167.7498       -183.2929          0.0204         -0.4146           1.257
        169.8778       -659.0522          0.3705         -0.3794           1.810
         68.3811       -524.3246         -0.2686          0.5245           0.483
       -892.1653       -222.9251          0.1192          0.1420           2.559
        125.7759       -494.7300          0.3429          0.1689           1.284
       -499.7730        489.2462         -0.1528          0.0942           4.860
       -304.6375       -169.1943          0.0224         -0.1884           5.415
        284.8086       -895.4519          0.3218          0.1013           3.777
       -711.1326       -296.3149         -0.1704         -0.1772           1.333
       -690.1103       -223.4454         -0.2913         -0.6519           3.281
       -556.7952       -714.4488          0.0259         -0.0485           4.201
       -195.8980         26.7850         -0.2220         -0.1675           5.539
        330.8697        114.0408         -0.0670          0.0855           1.767
        241.6707        312.0744          0.1576         -0.2015           1.051
        462.0962       -520.2675          0.0005          0.0491           5.676
       -207.3322       -761.4763          0.1775         -0.0009           5.427
       -469.7202       -290.8729          0.3946         -0.1966           3.910
       -134.7700       -696.2220          0.0235         -0.4595           4.179
       -874.9012       -716.7731         -0.6314         -0.2742           3.839
        623.5386        733.5967          0.5339         -0.0521           4.208
        737.6653        877.1608          0.1251          0.7063           3.029
        816.9512        -47.4552         -0.3310         -0.2264           4.143
       -305.2129       -211.1850          0.1293         -0.1905           3.064
        580.0144        -85.0758         -0.2342         -0.1328           0.634
        785.8379       -360.4051         -0.5243          0.6219           2.017
       -317.9243       -776.8468          0.0917          0.1073           1.678
       -268.7451        560.7574          0.1612         -0.0218           4.218
       -391.4496        484.5332         -0.0769          0.2584           3.387
       -796.4415        331.4826          0.0585          0.1518           5.778
       -713.2403         -9.5524          0.2355         -0.0401           3.630
       -801.0090       -308.4184          0.0302          0.0994           0.686
        893.1552         94.3960          0.1918         -0.5873           3.027
        835.4343        869.1959          0.4175          0.1334           2.270
        624.1537        117.2580          0.0201          0.1707           5.547
        704.3747       -877.8601          0.5709          0.5277           5.030
       -155.3071        489.2528         -0.0995          0.0149           5.204
        888.5008       -124.9606          0.1170         -0.1775           3.311
       -170.8212        849.6760         -0.2657          0.0124           4.315
        471.8383       -430.9736          0.2451         -0.2212           2.619
       -859.6052        518.0844         -0.1482          0.6523           4.274
         62.8800       -383.2469          0.2781         -0.3511           2.604
       -628.8507        367.3037         -0.0627         -0.0295           4.267
       -791.3439        544.8336         -0.5210         -0.2097           2.842
        -31.0575        250.6617          0.2878         -0.4298           3.043
       -818.2459        780.0964          0.2828         -0.2324           1.563
        488.3519       -769.9964         -0.1348          0.0610           1.544
       -485.1274       -363.5292         -0.1510         -0.1516           0.728
       -656.5957        546.6718          0.1676         -0.0106           3.349
        579.6374        346.5039          0.0260         -0.1460           3.703
        139.6268       -791.1152         -0.4473         -0.2710           3.501
       -562.5460        258.8526         -0.0559         -0.0376           1.326
       -825.1809        883.6435         -0.1013         -0.0458           5.337
       -129.0196       -423.5636          0.5066          0.2141           1.424
        168.7277        813.5928         -0.2541         -0.2567           0.746
        532.9898        172.4715          0.0087         -0.1422           3.929
       -123.9688       -803.9650          0.0385          0.3221           3.122
        -70.8159        872.1359         -0.1071         -0.2570           1.212
       -792.9683         -1.5559          0.1126          0.1646           4.613
        767.5036        -37.5521         -0.2248         -0.0978           3.873
        698.8480        359.8236          0.2682         -0.2823           2.810
         64.4994        342.8048          0.0947         -0.2001           2.072
       -278.0868       -786.4671         -0.0244         -0.0068           3.558
       -826.1702        -49.4963         -0.2635          0.7297           5.297
        -49.9331       -349.2508          0.1759         -0.3497           4.591
        -26.8273        413.6136         -0.2055         -0.2409           0.485
       -763.8345         32.6280         -0.1359          0.2680           5.000
        302.6325         35.4625         -0.3239         -0.1935           3.241
       -861.6579        732.0717          0.0683          0.0953           0.450
       -141.5622       -593.2729         -0.6191         -0.3884           0.701
        254.5676        631.4182          0.0394          0.0607           1.542
       -870.1326         15.9296         -0.1887          0.3135           2.816
        838.0357       -452.6661         -0.1058          0.1727           3.712
       -709.9689       -505.2783         -0.6317          0.1098           2.480
        187.2525       -716.3217          0.1570          0.2409           2.103
       -159.3170        337.7075         -0.6025          0.2937           4.527
        345.6667       -562.7990          0.0176          0.3737           0.732
       -857.4504        787.9196         -0.0205          0.4536           3.654
       -252.7855        610.9329          0.0423         -0.2447           4.591
       -517.9520       -415.1161         -0.6545         -0.1602           2.487
       -131.5954        -36.5628          0.3349         -0.3255           3.090
        541.5785        104.7069         -0.0326          0.2372           3.053
        708.6927        833.1194          0.5433          0.5062           4.655
        277.3314       -781.6871          0.0145          0.3632           1.060
       -673.1469       -639.9540          0.1523          0.1774           0.467
        446.1581       -360.7027         -0.1736         -0.3891           0.588
       -509.2450       -155.0390          0.3774         -0.3229           4.566
        176.8081       -889.1475          0.1230         -0.3100           5.515
       -149.2118       -893.6059          0.6248         -0.0154           5.329
       -731.6211        670.0363         -0.2233         -0.4060           1.745
        254.7904        142.0367         -0.0517          0.0243           0.925
       -848.7691        -47.7355         -0.3959         -0.5969           2.622
       -664.8644       -480.1917         -0.1029          0.0662           2.675
         19.1689       -847.2869          0.4552         -0.2684           3.936
       -335.6475        -96.5751         -0.6650          0.2616           3.906
        323.1304        418.6384          0.1347         -0.2520           5.197
        661.6375       -495.9277          0.2081          0.5912           3.327
        535.1608        823.2052          0.3455          0.0204           1.337
        -22.2358       -583.9673          0.3338          0.6808           3.327
       -887.7444        529.3931          0.1540          0.1305           2.059
         25.8411        494.4147          0.0232          0.7397           5.290
       -110.7808       -290.9469         -0.4728         -0.1913           1.370
       -345.5159        257.7810         -0.5556          0.0290           3.045
         34.7536       -444.5498          0.1308          0.0898           5.622
       -514.2181       -393.6403         -0.2051         -0.0924           4.916
       -477.0664       -494.7346          0.4675         -0.4688           4.387
       -376.2759        224.9044          0.0488          0.2617           0.956
       -392.3904        686.2624          0.0415         -0.1045           2.309
        116.3242        451.4030          0.2824          0.2939           5.365
        426.6093        201.5439         -0.1362         -0.0965           5.981
       -130.3734        421.4618          0.2417          0.1251           4.463
        634.7149        534.0674          0.5181         -0.1229           2.274
        819.7163       -717.8519          0.0598          0.5849           4.011
        684.0573        420.1927          0.1208         -0.1468           1.258
       -870.0130        560.4091          0.0582          0.2202           5.808
       -378.3596        303.2626         -0.0114          0.2966           1.644
        576.4180       -104.1280          0.1622         -0.0992           0.572
       -761.3973        723.8916         -0.3316          0.2613           4.879
       -352.1842       -729.2824          0.2044         -0.0129           4.130
       -116.1340       -715.6029         -0.0411         -0.0571           3.074
       -563.5843        -29.0864         -0.0592         -0.1850           5.521
        641.2914        -32.6999         -0.0910          0.1443           2.886
        870.2808       -878.6723          0.0930         -0.1961           3.287
       -735.2220        488.6668          0.1263          0.5934           0.950
       -125.3614        674.1508         -0.1984         -0.1625           0.955
       -582.4493       -322.4827         -0.2332          0.0424           2.680
        203.1453       -780.2268         -0.1041          0.1017           1.350
       -853.6893        468.2814         -0.5835          0.2890           1.977
       -592.4071       -402.0031         -0.4781          0.1589           4.848
       -544.0304       -375.6480         -0.5616          0.4268           5.793
        711.2906        200.5604         -0.1594          0.0330           4.062
       -229.0604        608.8421         -0.2462          0.4824           4.157
        730.2788        824.9426          0.2101         -0.1439           1.010
       -502.7685        821.2329          0.5566         -0.1469           1.228
        558.4495        780.7040          0.4271         -0.3972           2.735
       -527.2477        163.3964         -0.5483          0.1625           2.103
        289.9329         48.0179         -0.4502          0.0858           3.776
       -286.5065        873.1302          0.0158          0.2011           0.743
        103.9376       -707.8494         -0.2133          0.7144           2.369
       -409.9807       -376.3137         -0.1546         -0.0398           3.303
       -377.1944       -304.1013         -0.2325         -0.1599           3.309
        762.9526       -520.2703          0.0571          0.0297           0.942
       -547.7147        797.3990          0.2167          0.0075           0.615
       -252.7824        672.7830         -0.7383          0.2232           2.848
        818.5701        827.3488         -0.4993         -0.2454           4.814
       -592.9428       -129.5406         -0.4805         -0.3113           3.695
       -752.4801        534.0776         -0.0956         -0.0171           4.877
       -584.3230       -355.9097          0.0124         -0.0905           5.599
       -836.5299       -815.7615         -0.1675          0.1873           0.587
       -641.8072        615.2399         -0.2896         -0.2195           5.057
       -766.4537       -671.1669          0.2805         -0.3082           3.957
       -671.0339        559.5198          0.1240         -0.0313           1.238
       -688.5006        603.7845         -0.3715         -0.6982           3.502
        411.6165        -78.4945          0.3623          0.5968           5.637
        337.9370        813.8029         -0.1370         -0.4807           4.694
        265.3842       -784.0697         -0.7001          0.2025           2.571
        612.1416       -577.0027          0.6234          0.5191           1.257
       -250.2409       -502.7655          0.0218          0.4911           1.413
        477.3142        621.3640          0.4156          0.1331           5.950
        785.0270        199.5795         -0.0110         -0.0577           4.823
       -143.0267       -652.2166         -0.1361          0.3301           4.041
        -34.5558       -549.7940          0.2740         -0.0887           5.071
        587.2311       -706.8599          0.1053          0.0427           5.990
        509.6700       -328.6373          0.0614         -0.0175           5.142
        739.0180        467.7415         -0.2532          0.0838           4.071
       -873.1679        504.0148         -0.0445          0.1399           2.588
        600.0024        109.8934          0.0791          0.0319           1.465
       -437.1710       -589.1708         -0.4784         -0.4652           4.145
        716.6143        402.2894         -0.5471          0.3037           4.494
        723.8434       -593.8671         -0.7395         -0.1773           2.683
        469.5185        879.9459          0.1163         -0.3237           4.818
        365.3342       -661.8123         -0.0326          0.7456           3.133
       -319.5236        -59.8249         -0.1955          0.2057           5.925
       -721.3374        638.1340         -0.4384         -0.3415           1.212
       -398.8342        565.9117          0.3965         -0.1811           1.584
       -771.5789       -663.5004         -0.0153          0.4836           2.222
       -719.0626       -214.8881          0.0653         -0.1207           5.172
        575.2052        169.2048          0.0554          0.5737           1.597
        521.3394        650.0267          0.1228          0.3141           1.068
        864.2153        503.9664         -0.3811         -0.2476           4.980
         58.6099       -790.5330         -0.1349          0.0157           1.309
        815.1899       -696.5723         -0.2540         -0.0997           3.042
        457.0974        495.1145          0.3807         -0.2835           2.228
        485.4392        611.8986         -0.4620         -0.4225           0.458
         89.2361       -360.5143         -0.0427          0.0708           3.534
       -384.1718       -841.7220          0.4661         -0.2317           5.068
       -116.5013       -867.7277         -0.0175         -0.4928           0.535
         91.7646       -583.3715         -0.2604          0.5584           0.417
       -118.2464       -344.1362         -0.1180         -0.5408           2.961
        534.9503         37.0241         -0.1476          0.1358           5.386
        484.8281        895.1391         -0.7051          0.1662           4.167
        528.6479        461.6334         -0.0842         -0.8332           3.983
        457.7402       -346.4002         -0.1296          0.1140           4.142
       -501.6629        526.7032         -0.0179          0.3750           2.457
         -7.7803       -634.6589          0.1580         -0.7978           0.502
        274.5222       -554.0483         -0.0517         -0.0605           0.550
       -642.2732       -309.3401         -0.2316         -0.1762           0.547
       -591.3412        312.8501          0.1663          0.3007           1.898
       -546.3100        356.3188          0.6658          0.4315           3.971
       -683.4674       -579.4707         -0.0360         -0.2167           5.267
        228.0509       -876.2449          0.3609         -0.1429           3.722
       -182.3160       -208.1863         -0.0925         -0.2155           2.202
        257.8993        190.0687          0.1739         -0.1621           1.150
       -345.7572        176.6144          0.1336         -0.0346           1.599
         45.0146        777.4007          0.7976         -0.0154           5.118
        891.2601       -836.1768          0.0853          0.1153           3.344
       -672.7760        550.4468         -0.5496          0.5694           1.838
        228.0761       -660.2358         -0.1709         -0.0555           5.433
       -677.5287       -601.6604          0.2855         -0.3532           3.944
       -215.6472       -647.9243          0.0923         -0.0038           0.689
        648.8780        820.0139          0.4473         -0.3548           4.376
       -885.5967        306.6196         -0.2139         -0.1285           4.977
        896.4813       -847.7287         -0.4342          0.6333           5.372
        762.8341       -344.7356          0.1201         -0.1960           2.542
